timestamp_utc	device_sample
2026-08-03T17:40:40Z	card0,99,17,10,N/A,0;;
2026-08-03T17:40:41Z	card0,98,17,15,N/A,0;;
2026-08-03T17:40:43Z	card0,100,17,15,N/A,0;;
2026-08-03T17:40:44Z	card0,99,17,15,N/A,0;;
2026-08-03T17:40:45Z	card0,100,17,2,N/A,0;;
2026-08-03T17:40:46Z	card0,99,17,15,N/A,0;;
2026-08-03T17:40:47Z	card0,100,17,5,N/A,0;;
2026-08-03T17:40:48Z	card0,100,17,15,N/A,0;;
2026-08-03T17:40:49Z	card0,99,17,8,N/A,0;;
2026-08-03T17:40:51Z	card0,97,17,16,N/A,0;;
2026-08-03T17:40:52Z	card0,87,17,17,N/A,0;;
2026-08-03T17:40:53Z	card0,99,17,17,N/A,0;;
2026-08-03T17:40:54Z	card0,100,17,15,N/A,0;;
2026-08-03T17:40:55Z	card0,99,17,17,N/A,0;;
2026-08-03T17:40:56Z	card0,100,17,3,N/A,0;;
2026-08-03T17:40:57Z	card0,100,17,16,N/A,0;;
2026-08-03T17:40:58Z	card0,99,17,16,N/A,0;;
2026-08-03T17:41:00Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:01Z	card0,99,17,17,N/A,0;;
2026-08-03T17:41:02Z	card0,100,17,16,N/A,0;;
2026-08-03T17:41:03Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:04Z	card0,99,17,3,N/A,0;;
2026-08-03T17:41:05Z	card0,99,17,16,N/A,0;;
2026-08-03T17:41:06Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:07Z	card0,99,17,17,N/A,0;;
2026-08-03T17:41:09Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:10Z	card0,100,17,2,N/A,0;;
2026-08-03T17:41:11Z	card0,99,17,17,N/A,0;;
2026-08-03T17:41:12Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:13Z	card0,99,17,23,N/A,0;;
2026-08-03T17:41:14Z	card0,100,17,16,N/A,0;;
2026-08-03T17:41:15Z	card0,100,17,25,N/A,0;;
2026-08-03T17:41:17Z	card0,99,17,2,N/A,0;;
2026-08-03T17:41:18Z	card0,100,17,17,N/A,0;;
2026-08-03T17:41:19Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:20Z	card0,99,17,50,N/A,0;;
2026-08-03T17:41:21Z	card0,99,17,13,N/A,0;;
2026-08-03T17:41:22Z	card0,99,17,2,N/A,0;;
2026-08-03T17:41:23Z	card0,99,17,17,N/A,0;;
2026-08-03T17:41:24Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:26Z	card0,99,17,16,N/A,0;;
2026-08-03T17:41:27Z	card0,100,17,4,N/A,0;;
2026-08-03T17:41:28Z	card0,100,17,15,N/A,0;;
2026-08-03T17:41:29Z	card0,99,17,2,N/A,0;;
2026-08-03T17:41:30Z	card0,99,17,16,N/A,0;;
2026-08-03T17:41:31Z	card0,99,17,77,N/A,0;;
2026-08-03T17:41:32Z	card0,100,17,25,N/A,0;;
2026-08-03T17:41:34Z	card0,100,17,8,N/A,0;;
2026-08-03T17:41:35Z	card0,100,17,15,N/A,0;;
